Time_abs/ps, Signal/nA
  2900.003,    -0.890112
  2900.053,    -0.916954
  2900.103,    -0.949966
  2900.153,    -0.992503
  2900.203,    -1.021771
  2900.253,    -1.029752
  2900.303,    -1.001026
  2900.353,    -0.971117
  2900.403,    -0.939392
  2900.453,    -0.917031
  2900.503,    -0.866798
  2900.553,    -0.807188
  2900.603,    -0.732636
  2900.653,    -0.664771
  2900.703,    -0.616308
  2900.753,    -0.617827
  2900.803,    -0.654556
  2900.853,    -0.693230
  2900.903,    -0.721468
  2900.953,    -0.716753
  2901.003,    -0.689976
  2901.053,    -0.642679
  2901.103,    -0.600258
  2901.153,    -0.566003
  2901.203,    -0.550544
  2901.253,    -0.567725
  2901.303,    -0.591213
  2901.353,    -0.619264
  2901.403,    -0.634011
  2901.453,    -0.611542
  2901.503,    -0.565655
  2901.553,    -0.519515
  2901.603,    -0.475910
  2901.653,    -0.445072
  2901.703,    -0.441875
  2901.753,    -0.485138
  2901.803,    -0.561146
  2901.853,    -0.642599
  2901.903,    -0.684342
  2901.953,    -0.686513
  2902.003,    -0.669923
  2902.053,    -0.649874
  2902.103,    -0.638425
  2902.153,    -0.628534
  2902.203,    -0.603381
  2902.253,    -0.564922
  2902.303,    -0.548836
  2902.353,    -0.554508
  2902.403,    -0.569164
  2902.453,    -0.585902
  2902.503,    -0.578993
  2902.553,    -0.541831
  2902.603,    -0.498523
  2902.653,    -0.455728
  2902.703,    -0.397570
  2902.753,    -0.343145
  2902.803,    -0.312319
  2902.853,    -0.298589
  2902.903,    -0.323898
  2902.953,    -0.374098
  2903.003,    -0.425849
  2903.053,    -0.492279
  2903.103,    -0.533952
  2903.153,    -0.554424
  2903.203,    -0.546550
  2903.253,    -0.510868
  2903.303,    -0.439140
  2903.353,    -0.351851
  2903.403,    -0.270010
  2903.453,    -0.222672
  2903.503,    -0.229148
  2903.553,    -0.280520
  2903.603,    -0.365863
  2903.653,    -0.470567
  2903.703,    -0.553121
  2903.753,    -0.600501
  2903.803,    -0.609649
  2903.853,    -0.558575
  2903.903,    -0.511032
  2903.953,    -0.479180
  2904.003,    -0.473833
  2904.053,    -0.479326
  2904.103,    -0.485023
  2904.153,    -0.490375
  2904.203,    -0.489414
  2904.253,    -0.496329
  2904.303,    -0.523046
  2904.353,    -0.552145
  2904.403,    -0.570661
  2904.453,    -0.552864
  2904.503,    -0.514188
  2904.553,    -0.450362
  2904.603,    -0.418896
  2904.653,    -0.420042
  2904.703,    -0.464689
  2904.753,    -0.529824
  2904.803,    -0.626142
  2904.853,    -0.714592
  2904.903,    -0.796433
  2904.953,    -0.868712
  2905.003,    -0.911558
  2905.053,    -0.935925
  2905.103,    -0.927249
  2905.153,    -0.888492
  2905.203,    -0.814772
  2905.253,    -0.719463
  2905.303,    -0.627393
  2905.353,    -0.575511
  2905.403,    -0.603252
  2905.453,    -0.677163
  2905.503,    -0.758173
  2905.553,    -0.831865
  2905.603,    -0.875897
  2905.653,    -0.896420
  2905.703,    -0.923795
  2905.753,    -0.966040
  2905.803,    -1.003233
  2905.853,    -1.047252
  2905.903,    -1.084936
  2905.953,    -1.105905
  2906.003,    -1.124054
  2906.053,    -1.145587
  2906.103,    -1.150402
  2906.153,    -1.132638
  2906.203,    -1.110091
  2906.253,    -1.061121
  2906.303,    -1.009284
  2906.353,    -0.976596
  2906.403,    -0.965652
  2906.453,    -0.986450
  2906.503,    -1.033994
  2906.553,    -1.090849
  2906.603,    -1.136318
  2906.653,    -1.158835
  2906.703,    -1.133947
  2906.753,    -1.073213
  2906.803,    -1.005621
  2906.853,    -0.914907
  2906.903,    -0.823018
  2906.953,    -0.741976
  2907.003,    -0.695353
  2907.053,    -0.677299
  2907.103,    -0.682448
  2907.153,    -0.733963
  2907.203,    -0.795973
  2907.253,    -0.853596
  2907.303,    -0.892555
  2907.354,    -0.901702
  2907.404,    -0.847988
  2907.454,    -0.738227
  2907.504,    -0.616271
  2907.554,    -0.498285
  2907.604,    -0.452031
  2907.654,    -0.481623
  2907.704,    -0.579756
  2907.754,    -0.712822
  2907.804,    -0.833847
  2907.854,    -0.911025
  2907.904,    -0.925157
  2907.954,    -0.883142
  2908.004,    -0.823953
  2908.054,    -0.792537
  2908.104,    -0.805864
  2908.154,    -0.841648
  2908.204,    -0.900599
  2908.254,    -0.944273
  2908.304,    -0.976302
  2908.354,    -0.999296
  2908.404,    -0.999396
  2908.454,    -0.995236
  2908.504,    -0.971423
  2908.554,    -0.953020
  2908.604,    -0.952328
  2908.654,    -0.970034
  2908.704,    -1.012174
  2908.754,    -1.074494
  2908.804,    -1.136707
  2908.854,    -1.191981
  2908.904,    -1.237364
  2908.954,    -1.279816
  2909.004,    -1.305762
  2909.054,    -1.312163
  2909.104,    -1.282189
  2909.154,    -1.222372
  2909.204,    -1.137272
  2909.254,    -1.083410
  2909.304,    -1.059994
  2909.354,    -1.078376
  2909.404,    -1.144910
  2909.454,    -1.233265
  2909.504,    -1.310337
  2909.554,    -1.355307
  2909.604,    -1.363290
  2909.654,    -1.345637
  2909.704,    -1.307242
  2909.754,    -1.244390
  2909.804,    -1.159884
  2909.854,    -1.069121
  2909.904,    -1.005664
  2909.954,    -0.986429
  2910.004,    -0.986166
  2910.054,    -1.002950
  2910.104,    -1.014671
  2910.154,    -1.014091
  2910.204,    -0.984322
  2910.254,    -0.942211
  2910.304,    -0.894101
  2910.354,    -0.849422
  2910.404,    -0.798741
  2910.454,    -0.783390
  2910.504,    -0.767078
  2910.554,    -0.757011
  2910.604,    -0.760355
  2910.654,    -0.797938
  2910.704,    -0.868277
  2910.754,    -0.930475
  2910.804,    -0.949289
  2910.854,    -0.932253
  2910.904,    -0.875051
  2910.954,    -0.787203
  2911.004,    -0.695490
  2911.054,    -0.609673
  2911.104,    -0.559619
  2911.154,    -0.556772
  2911.204,    -0.603670
  2911.254,    -0.674094
  2911.304,    -0.755066
  2911.354,    -0.834444
  2911.404,    -0.892450
  2911.454,    -0.921704
  2911.504,    -0.916604
  2911.554,    -0.857087
  2911.604,    -0.745105
  2911.654,    -0.623916
  2911.704,    -0.520082
  2911.754,    -0.440485
  2911.804,    -0.407152
  2911.854,    -0.410936
  2911.904,    -0.450872
  2911.954,    -0.511211
  2912.004,    -0.562727
  2912.054,    -0.598081
  2912.104,    -0.601409
  2912.154,    -0.604262
  2912.204,    -0.594439
  2912.254,    -0.584252
  2912.304,    -0.604641
  2912.354,    -0.623754
  2912.404,    -0.649629
  2912.454,    -0.659095
  2912.504,    -0.635945
  2912.554,    -0.626163
  2912.604,    -0.611687
  2912.654,    -0.589182
  2912.704,    -0.584017
  2912.754,    -0.574119
  2912.804,    -0.552422
  2912.854,    -0.549987
  2912.904,    -0.569122
  2912.954,    -0.629706
  2913.004,    -0.744019
  2913.054,    -0.868733
  2913.104,    -0.988354
  2913.154,    -1.049395
  2913.204,    -1.024842
  2913.254,    -0.943801
  2913.304,    -0.845948
  2913.354,    -0.749364
  2913.404,    -0.681453
  2913.454,    -0.644241
  2913.504,    -0.626662
  2913.554,    -0.626344
  2913.604,    -0.628836
  2913.654,    -0.677455
  2913.704,    -0.733688
  2913.754,    -0.784250
  2913.804,    -0.816986
  2913.854,    -0.824773
  2913.904,    -0.791583
  2913.954,    -0.746713
  2914.004,    -0.703229
  2914.054,    -0.681229
  2914.104,    -0.681193
  2914.154,    -0.684406
  2914.204,    -0.666187
  2914.254,    -0.639977
  2914.304,    -0.596598
  2914.354,    -0.560528
  2914.404,    -0.518593
  2914.454,    -0.480121
  2914.504,    -0.437847
  2914.554,    -0.375799
  2914.604,    -0.312325
  2914.654,    -0.283244
  2914.704,    -0.292949
  2914.754,    -0.335743
  2914.804,    -0.410121
  2914.854,    -0.477204
  2914.904,    -0.534330
  2914.954,    -0.567126
  2915.004,    -0.578549
  2915.054,    -0.542135
  2915.104,    -0.484496
  2915.154,    -0.432704
  2915.204,    -0.391842
  2915.254,    -0.362531
  2915.304,    -0.352180
  2915.354,    -0.344100
  2915.404,    -0.345664
  2915.454,    -0.335847
  2915.504,    -0.330924
  2915.554,    -0.320266
  2915.604,    -0.315624
  2915.654,    -0.319723
  2915.704,    -0.336837
  2915.754,    -0.353481
  2915.804,    -0.361187
  2915.854,    -0.346164
  2915.904,    -0.314233
  2915.954,    -0.274321
  2916.004,    -0.229810
  2916.054,    -0.185280
  2916.104,    -0.155211
  2916.154,    -0.115120
  2916.204,    -0.075975
  2916.254,    -0.040406
  2916.304,    -0.023291
  2916.354,    -0.013743
  2916.404,    -0.015600
  2916.454,    -0.039245
  2916.504,    -0.097725
  2916.554,    -0.158792
  2916.604,    -0.225247
  2916.654,    -0.284233
  2916.704,    -0.320009
  2916.754,    -0.329819
  2916.804,    -0.324730
  2916.854,    -0.316120
  2916.904,    -0.317304
  2916.954,    -0.329004
  2917.004,    -0.372972
  2917.054,    -0.431388
  2917.104,    -0.504287
  2917.154,    -0.567444
  2917.204,    -0.602508
  2917.254,    -0.611813
  2917.304,    -0.574689
  2917.354,    -0.523711
  2917.404,    -0.492042
  2917.454,    -0.470692
  2917.504,    -0.450150
  2917.554,    -0.433254
  2917.604,    -0.426805
  2917.654,    -0.419455
  2917.704,    -0.397247
  2917.754,    -0.374655
  2917.804,    -0.347844
  2917.854,    -0.311660
  2917.904,    -0.270223
  2917.954,    -0.250131
  2918.004,    -0.249081
  2918.054,    -0.255384
  2918.104,    -0.257804
  2918.154,    -0.253073
  2918.204,    -0.256061
  2918.254,    -0.277164
  2918.304,    -0.309996
  2918.354,    -0.368979
  2918.404,    -0.410684
  2918.454,    -0.450061
  2918.504,    -0.465009
  2918.554,    -0.442143
  2918.604,    -0.423512
  2918.654,    -0.386313
  2918.704,    -0.360222
  2918.754,    -0.343357
  2918.804,    -0.327570
  2918.854,    -0.300385
  2918.904,    -0.265328
  2918.954,    -0.238066
  2919.004,    -0.204253
  2919.054,    -0.198417
  2919.104,    -0.208505
  2919.154,    -0.215443
  2919.204,    -0.215404
  2919.254,    -0.220635
  2919.304,    -0.245045
  2919.354,    -0.289294
  2919.404,    -0.323012
  2919.454,    -0.348587
  2919.504,    -0.351944
  2919.554,    -0.330016
  2919.604,    -0.264260
  2919.654,    -0.178776
  2919.704,    -0.082873
  2919.754,    -0.004630
  2919.804,     0.048428
  2919.854,     0.065756
  2919.904,     0.049692
  2919.954,     0.003142
  2920.004,    -0.050636
  2920.054,    -0.119252
  2920.104,    -0.194274
  2920.154,    -0.257482
  2920.204,    -0.312145
  2920.254,    -0.339017
  2920.304,    -0.335029
  2920.354,    -0.307087
  2920.404,    -0.270019
  2920.454,    -0.234884
  2920.504,    -0.221567
  2920.554,    -0.235939
  2920.604,    -0.259824
  2920.654,    -0.292213
  2920.704,    -0.310987
  2920.754,    -0.318363
  2920.804,    -0.285590
  2920.854,    -0.224081
  2920.904,    -0.147402
  2920.954,    -0.091476
  2921.004,    -0.053206
  2921.054,    -0.042151
  2921.104,    -0.055042
  2921.154,    -0.096062
  2921.204,    -0.137713
  2921.254,    -0.207217
  2921.304,    -0.271878
  2921.354,    -0.318734
  2921.404,    -0.339956
  2921.454,    -0.356544
  2921.504,    -0.344942
  2921.554,    -0.312689
  2921.604,    -0.273275
  2921.654,    -0.220332
  2921.704,    -0.165393
  2921.754,    -0.107132
  2921.804,    -0.049576
  2921.854,    -0.001923
  2921.904,     0.022682
  2921.954,     0.023042
  2922.004,    -0.012654
  2922.054,    -0.059956
  2922.104,    -0.125379
  2922.154,    -0.176695
  2922.204,    -0.206319
  2922.254,    -0.191854
  2922.304,    -0.161181
  2922.354,    -0.128319
  2922.404,    -0.099571
  2922.454,    -0.064907
  2922.504,    -0.021187
  2922.554,     0.000962
  2922.604,     0.022318
  2922.654,     0.014289
  2922.704,    -0.017258
  2922.754,    -0.067300
  2922.804,    -0.131957
  2922.854,    -0.190919
  2922.904,    -0.235950
  2922.954,    -0.251525
  2923.004,    -0.241244
  2923.054,    -0.226561
  2923.104,    -0.204209
  2923.154,    -0.173413
  2923.204,    -0.152309
  2923.254,    -0.120377
  2923.304,    -0.067268
  2923.354,    -0.011523
  2923.404,     0.032345
  2923.454,     0.072886
  2923.504,     0.087701
  2923.554,     0.097917
  2923.604,     0.105147
  2923.654,     0.085624
  2923.704,     0.053857
  2923.755,     0.009690
  2923.805,    -0.045806
  2923.855,    -0.096964
  2923.905,    -0.128929
  2923.955,    -0.145064
  2924.005,    -0.141334
  2924.055,    -0.107520
  2924.105,    -0.043545
  2924.155,     0.031245
  2924.205,     0.115052
  2924.255,     0.173343
  2924.305,     0.180315
  2924.355,     0.148796
  2924.405,     0.074026
  2924.455,    -0.014342
  2924.505,    -0.087039
  2924.555,    -0.133481
  2924.605,    -0.138982
  2924.655,    -0.091866
  2924.705,    -0.013894
  2924.755,     0.058411
  2924.805,     0.125804
  2924.855,     0.170272
  2924.905,     0.186372
  2924.955,     0.176160
  2925.005,     0.138163
  2925.055,     0.091712
  2925.105,     0.032191
  2925.155,    -0.023744
  2925.205,    -0.072887
  2925.255,    -0.114759
  2925.305,    -0.136591
  2925.355,    -0.132045
  2925.405,    -0.091786
  2925.455,    -0.039310
  2925.505,     0.017356
  2925.555,     0.068909
  2925.605,     0.090485
  2925.655,     0.082552
  2925.705,     0.059813
  2925.755,     0.009448
  2925.805,    -0.051030
  2925.855,    -0.122647
  2925.905,    -0.176642
  2925.955,    -0.212795
  2926.005,    -0.222696
  2926.055,    -0.196270
  2926.105,    -0.142410
  2926.155,    -0.068848
  2926.205,    -0.004182
  2926.255,     0.010375
  2926.305,     0.013739
  2926.355,    -0.014256
  2926.405,    -0.056943
  2926.455,    -0.090155
  2926.505,    -0.113701
  2926.555,    -0.128044
  2926.605,    -0.114329
  2926.655,    -0.107130
  2926.705,    -0.098281
  2926.755,    -0.091337
  2926.805,    -0.087651
  2926.855,    -0.092920
  2926.905,    -0.087978
  2926.955,    -0.100634
  2927.005,    -0.120122
  2927.055,    -0.134696
  2927.105,    -0.125758
  2927.155,    -0.099493
  2927.205,    -0.058404
  2927.255,    -0.021649
  2927.305,     0.000576
  2927.355,     0.021353
  2927.405,     0.019192
  2927.455,     0.009219
  2927.505,    -0.010470
  2927.555,    -0.040601
  2927.605,    -0.077672
  2927.655,    -0.120136
  2927.705,    -0.139812
  2927.755,    -0.142924
  2927.805,    -0.131126
  2927.855,    -0.096703
  2927.905,    -0.052148
  2927.955,    -0.017023
  2928.005,     0.001154
  2928.055,    -0.000240
  2928.105,    -0.013457
  2928.155,    -0.037436
  2928.205,    -0.044794
  2928.255,    -0.033648
  2928.305,     0.004219
  2928.355,     0.045544
  2928.405,     0.090525
  2928.455,     0.114969
  2928.505,     0.106220
  2928.555,     0.061739
  2928.605,     0.000426
  2928.655,    -0.057221
  2928.705,    -0.091705
  2928.755,    -0.087198
  2928.805,    -0.048736
  2928.855,    -0.022553
  2928.905,     0.031769
  2928.955,     0.087468
  2929.005,     0.162361
  2929.055,     0.224882
  2929.105,     0.288946
  2929.155,     0.315748
  2929.205,     0.313498
  2929.255,     0.265112
  2929.305,     0.205258
  2929.355,     0.144217
  2929.405,     0.098085
  2929.455,     0.070012
  2929.505,     0.074050
  2929.555,     0.095630
  2929.605,     0.119604
  2929.655,     0.155241
  2929.705,     0.193121
  2929.755,     0.218775
  2929.805,     0.243820
  2929.855,     0.248892
  2929.905,     0.238703
  2929.955,     0.226068
  2930.005,     0.201870
  2930.055,     0.198552
  2930.105,     0.198304
  2930.155,     0.192644
  2930.205,     0.187929
  2930.255,     0.183855
  2930.305,     0.166831
  2930.355,     0.135209
  2930.405,     0.100327
  2930.455,     0.063435
  2930.505,     0.043738
  2930.555,     0.039884
  2930.605,     0.056520
  2930.655,     0.077250
  2930.705,     0.114061
  2930.755,     0.152153
  2930.805,     0.199654
  2930.855,     0.234790
  2930.905,     0.261340
  2930.955,     0.267062
  2931.005,     0.261816
  2931.055,     0.227751
  2931.105,     0.190261
  2931.155,     0.151544
  2931.205,     0.114419
  2931.255,     0.076705
  2931.305,     0.061478
  2931.355,     0.063978
  2931.405,     0.096420
  2931.455,     0.133738
  2931.505,     0.181151
  2931.555,     0.227586
  2931.605,     0.261841
  2931.655,     0.279142
  2931.705,     0.286862
  2931.755,     0.285672
  2931.805,     0.265182
  2931.855,     0.253685
  2931.905,     0.239923
  2931.955,     0.209130
  2932.005,     0.167439
  2932.055,     0.121996
  2932.105,     0.079301
  2932.155,     0.052504
  2932.205,     0.030391
  2932.255,     0.020443
  2932.305,     0.032525
  2932.355,     0.073596
  2932.405,     0.137260
  2932.455,     0.230476
  2932.505,     0.309384
  2932.555,     0.375244
  2932.605,     0.399341
  2932.655,     0.385546
  2932.705,     0.339138
  2932.755,     0.276078
  2932.805,     0.194754
  2932.855,     0.128568
  2932.905,     0.092988
  2932.955,     0.092333
  2933.005,     0.121431
  2933.055,     0.185759
  2933.105,     0.258162
  2933.155,     0.321906
  2933.205,     0.360932
  2933.255,     0.371120
  2933.305,     0.359552
  2933.355,     0.320156
  2933.405,     0.285930
  2933.455,     0.260534
  2933.505,     0.243132
  2933.555,     0.226586
  2933.605,     0.221472
  2933.655,     0.231265
  2933.705,     0.264793
  2933.755,     0.296992
  2933.805,     0.329535
  2933.855,     0.342494
  2933.905,     0.336404
  2933.955,     0.310879
  2934.005,     0.289157
  2934.055,     0.282238
  2934.105,     0.274139
  2934.155,     0.267057
  2934.205,     0.254193
  2934.255,     0.251849
  2934.305,     0.249660
  2934.355,     0.257473
  2934.405,     0.261966
  2934.455,     0.254342
  2934.505,     0.231194
  2934.555,     0.195401
  2934.605,     0.157346
  2934.655,     0.140601
  2934.705,     0.150475
  2934.755,     0.200586
  2934.805,     0.276013
  2934.855,     0.333850
  2934.905,     0.356400
  2934.955,     0.344025
  2935.005,     0.316155
  2935.055,     0.287081
  2935.105,     0.264841
  2935.155,     0.254968
  2935.205,     0.250752
  2935.255,     0.249253
  2935.305,     0.258769
  2935.355,     0.289988
  2935.405,     0.324326
  2935.455,     0.352017
  2935.505,     0.371941
  2935.555,     0.387339
  2935.605,     0.380050
  2935.655,     0.360241
  2935.705,     0.331956
  2935.755,     0.309021
  2935.805,     0.295607
  2935.855,     0.312726
  2935.905,     0.354022
  2935.955,     0.401671
  2936.005,     0.451941
  2936.055,     0.492914
  2936.105,     0.530038
  2936.155,     0.555642
  2936.205,     0.567643
  2936.255,     0.561746
  2936.305,     0.539046
  2936.355,     0.509608
  2936.405,     0.485746
  2936.455,     0.455904
  2936.505,     0.448418
  2936.555,     0.471475
  2936.605,     0.510422
  2936.655,     0.563518
  2936.705,     0.620288
  2936.755,     0.668499
  2936.805,     0.686617
  2936.855,     0.680654
  2936.905,     0.666638
  2936.955,     0.635125
  2937.005,     0.611996
  2937.055,     0.610486
  2937.105,     0.618957
  2937.155,     0.638305
  2937.205,     0.652433
  2937.255,     0.660356
  2937.305,     0.675732
  2937.355,     0.687971
  2937.405,     0.698041
  2937.455,     0.710163
  2937.505,     0.730206
  2937.555,     0.748195
  2937.605,     0.753955
  2937.655,     0.748462
  2937.705,     0.739823
  2937.755,     0.726605
  2937.805,     0.717785
  2937.855,     0.718820
  2937.905,     0.724653
  2937.955,     0.733666
  2938.005,     0.740234
  2938.055,     0.743375
  2938.105,     0.760542
  2938.155,     0.778718
  2938.205,     0.786259
  2938.255,     0.793638
  2938.305,     0.803926
  2938.355,     0.822287
  2938.405,     0.856311
  2938.455,     0.894616
  2938.505,     0.901799
  2938.555,     0.891401
  2938.605,     0.838976
  2938.655,     0.787065
  2938.705,     0.736070
  2938.755,     0.696850
  2938.805,     0.696876
  2938.855,     0.733610
  2938.905,     0.780434
  2938.955,     0.825641
  2939.005,     0.868326
  2939.055,     0.883077
  2939.105,     0.879617
  2939.155,     0.872651
  2939.205,     0.856911
  2939.255,     0.842779
  2939.305,     0.816068
  2939.355,     0.797326
  2939.405,     0.793642
  2939.455,     0.810128
  2939.505,     0.832465
  2939.555,     0.850162
  2939.605,     0.857797
  2939.655,     0.865032
  2939.705,     0.878624
  2939.755,     0.878505
  2939.805,     0.873442
  2939.855,     0.857909
  2939.905,     0.828764
  2939.955,     0.792702
  2940.005,     0.770108
  2940.055,     0.775568
  2940.105,     0.813885
  2940.156,     0.858515
  2940.206,     0.883699
  2940.256,     0.890894
  2940.306,     0.884683
  2940.356,     0.833954
  2940.406,     0.761485
  2940.456,     0.684257
  2940.506,     0.607016
  2940.556,     0.556114
  2940.606,     0.521179
  2940.656,     0.520732
  2940.706,     0.543244
  2940.756,     0.577920
  2940.806,     0.634652
  2940.856,     0.667288
  2940.906,     0.671841
  2940.956,     0.663059
  2941.006,     0.623411
  2941.056,     0.584340
  2941.106,     0.541132
  2941.156,     0.502174
  2941.206,     0.477970
  2941.256,     0.467803
  2941.306,     0.449835
  2941.356,     0.438684
  2941.406,     0.424851
  2941.456,     0.408701
  2941.506,     0.400138
  2941.556,     0.398363
  2941.606,     0.400678
  2941.656,     0.417842
  2941.706,     0.437772
  2941.756,     0.451529
  2941.806,     0.463680
  2941.856,     0.461457
  2941.906,     0.464226
  2941.956,     0.464595
  2942.006,     0.473584
  2942.056,     0.467631
  2942.106,     0.458138
  2942.156,     0.438346
  2942.206,     0.393852
  2942.256,     0.365125
  2942.306,     0.340479
  2942.356,     0.336701
  2942.406,     0.343557
  2942.456,     0.362784
  2942.506,     0.384138
  2942.556,     0.395404
  2942.606,     0.405273
  2942.656,     0.408762
  2942.706,     0.415801
  2942.756,     0.438027
  2942.806,     0.450642
  2942.856,     0.454143
  2942.906,     0.460460
  2942.956,     0.458828
  2943.006,     0.466091
  2943.056,     0.456210
  2943.106,     0.468797
  2943.156,     0.466518
  2943.206,     0.446821
  2943.256,     0.434777
  2943.306,     0.420947
  2943.356,     0.425743
  2943.406,     0.433915
  2943.456,     0.454217
  2943.506,     0.463921
  2943.556,     0.468472
  2943.606,     0.466574
  2943.656,     0.464524
  2943.706,     0.471373
  2943.756,     0.479884
  2943.806,     0.497156
  2943.856,     0.495374
  2943.906,     0.478726
  2943.956,     0.447193
  2944.006,     0.391627
  2944.056,     0.323012
  2944.106,     0.277382
  2944.156,     0.249222
  2944.206,     0.246141
  2944.256,     0.249428
  2944.306,     0.260232
  2944.356,     0.260467
  2944.406,     0.274243
  2944.456,     0.292255
  2944.506,     0.304911
  2944.556,     0.301664
  2944.606,     0.286134
  2944.656,     0.262010
  2944.706,     0.229237
  2944.756,     0.192140
  2944.806,     0.150857
  2944.856,     0.117783
  2944.906,     0.106950
  2944.956,     0.096729
  2945.006,     0.106542
  2945.056,     0.119032
  2945.106,     0.140374
  2945.156,     0.169944
  2945.206,     0.190736
  2945.256,     0.213338
  2945.306,     0.227288
  2945.356,     0.229992
  2945.406,     0.215789
  2945.456,     0.200806
  2945.506,     0.184196
  2945.556,     0.160691
  2945.606,     0.133127
  2945.656,     0.098336
  2945.706,     0.064928
  2945.756,     0.046274
  2945.806,     0.033383
  2945.856,     0.030528
  2945.906,     0.022703
  2945.956,     0.013191
  2946.006,     0.006183
  2946.056,     0.019655
  2946.106,     0.043041
  2946.156,     0.054908
  2946.206,     0.062223
  2946.256,     0.071621
  2946.306,     0.080967
  2946.356,     0.088913
  2946.406,     0.107864
  2946.456,     0.137036
  2946.506,     0.162761
  2946.556,     0.176226
  2946.606,     0.182022
  2946.656,     0.192617
  2946.706,     0.216529
  2946.756,     0.259667
  2946.806,     0.318616
  2946.856,     0.388461
  2946.906,     0.475812
  2946.956,     0.574224
  2947.006,     0.643552
  2947.056,     0.703594
  2947.106,     0.736498
  2947.156,     0.719990
  2947.206,     0.686945
  2947.256,     0.632029
  2947.306,     0.548078
  2947.356,     0.442619
  2947.406,     0.329268
  2947.456,     0.204377
  2947.506,     0.085610
  2947.556,    -0.025868
  2947.606,    -0.127904
  2947.656,    -0.209853
  2947.706,    -0.283382
  2947.756,    -0.345069
  2947.806,    -0.406676
  2947.856,    -0.469261
  2947.906,    -0.505118
  2947.956,    -0.516819
  2948.006,    -0.503406
  2948.056,    -0.467826
  2948.106,    -0.418636
  2948.156,    -0.371310
  2948.206,    -0.329039
  2948.256,    -0.295778
  2948.306,    -0.264886
  2948.356,    -0.250860
  2948.406,    -0.228756
  2948.456,    -0.213017
  2948.506,    -0.178019
  2948.556,    -0.130811
  2948.606,    -0.085742
  2948.656,    -0.048297
  2948.706,    -0.008049
  2948.756,     0.029780
  2948.806,     0.063144
  2948.856,     0.076009
  2948.906,     0.072387
  2948.956,     0.069827
  2949.006,     0.055103
  2949.056,     0.047631
  2949.106,     0.044000
  2949.156,     0.059396
  2949.206,     0.085141
  2949.256,     0.111083
  2949.306,     0.134593
  2949.356,     0.143199
  2949.406,     0.147053
  2949.456,     0.134200
  2949.506,     0.109480
  2949.556,     0.078053
  2949.606,     0.066341
  2949.656,     0.042783
  2949.706,     0.028465
  2949.756,     0.033275
  2949.806,     0.037626
  2949.856,     0.050024
  2949.906,     0.065522
  2949.956,     0.087952
  2950.006,     0.111913
